chunk_id,document_id,chunk_index,relative_path,file_name,extension,area,project_name,major_folder,start_char,end_char,text_length
doc_f7950acecd6c9962_chunk_0005,doc_f7950acecd6c9962,5,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,医療法人社団 蒼泉会 ひがし丘総合病院,04.分析,4871,6050,1176
doc_f7950acecd6c9962_chunk_0006,doc_f7950acecd6c9962,6,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,医療法人社団 蒼泉会 ひがし丘総合病院,04.分析,5850,7029,1179
doc_f7950acecd6c9962_chunk_0007,doc_f7950acecd6c9962,7,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,医療法人社団 蒼泉会 ひがし丘総合病院,04.分析,6829,7961,1129
doc_f7950acecd6c9962_chunk_0008,doc_f7950acecd6c9962,8,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,医療法人社団 蒼泉会 ひがし丘総合病院,04.分析,7761,8930,1167
doc_f7950acecd6c9962_chunk_0009,doc_f7950acecd6c9962,9,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,医療法人社団 蒼泉会 ひがし丘総合病院,04.分析,8730,9919,1186
doc_f7950acecd6c9962_chunk_0010,doc_f7950acecd6c9962,10,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,医療法人社団 蒼泉会 ひがし丘総合病院,04.分析,9719,10902,1182
doc_f7950acecd6c9962_chunk_0011,doc_f7950acecd6c9962,11,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,医療法人社団 蒼泉会 ひがし丘総合病院,04.分析,10702,11896,1193
doc_f7950acecd6c9962_chunk_0012,doc_f7950acecd6c9962,12,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,医療法人社団 蒼泉会 ひがし丘総合病院,04.分析,11696,12861,1162
doc_f7950acecd6c9962_chunk_0013,doc_f7950acecd6c9962,13,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,医療法人社団 蒼泉会 ひがし丘総合病院,04.分析,12661,13827,1164
doc_f7950acecd6c9962_chunk_0014,doc_f7950acecd6c9962,14,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,医療法人社団 蒼泉会 ひがし丘総合病院,04.分析,13627,14823,1196
doc_f7950acecd6c9962_chunk_0015,doc_f7950acecd6c9962,15,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,医療法人社団 蒼泉会 ひがし丘総合病院,04.分析,14623,15787,1164
doc_f7950acecd6c9962_chunk_0016,doc_f7950acecd6c9962,16,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,医療法人社団 蒼泉会 ひがし丘総合病院,04.分析,15587,16727,1140
doc_f7950acecd6c9962_chunk_0017,doc_f7950acecd6c9962,17,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,医療法人社団 蒼泉会 ひがし丘総合病院,04.分析,16527,17698,1161
doc_f7950acecd6c9962_chunk_0018,doc_f7950acecd6c9962,18,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,医療法人社団 蒼泉会 ひがし丘総合病院,04.分析,17498,18679,1180
doc_f7950acecd6c9962_chunk_0019,doc_f7950acecd6c9962,19,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,医療法人社団 蒼泉会 ひがし丘総合病院,04.分析,18479,19618,1139
doc_f7950acecd6c9962_chunk_0020,doc_f7950acecd6c9962,20,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,医療法人社団 蒼泉会 ひがし丘総合病院,04.分析,19418,20607,1188
doc_f7950acecd6c9962_chunk_0021,doc_f7950acecd6c9962,21,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,医療法人社団 蒼泉会 ひがし丘総合病院,04.分析,20407,21582,1174
doc_f7950acecd6c9962_chunk_0022,doc_f7950acecd6c9962,22,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,医療法人社団 蒼泉会 ひがし丘総合病院,04.分析,21382,22497,1115
doc_f7950acecd6c9962_chunk_0023,doc_f7950acecd6c9962,23,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,医療法人社団 蒼泉会 ひがし丘総合病院,04.分析,22297,23434,1128
doc_f7950acecd6c9962_chunk_0024,doc_f7950acecd6c9962,24,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,医療法人社団 蒼泉会 ひがし丘総合病院,04.分析,23234,24433,1199
doc_f7950acecd6c9962_chunk_0025,doc_f7950acecd6c9962,25,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,医療法人社団 蒼泉会 ひがし丘総合病院,04.分析,24233,25407,1161
doc_f7950acecd6c9962_chunk_0026,doc_f7950acecd6c9962,26,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,医療法人社団 蒼泉会 ひがし丘総合病院,04.分析,25207,26405,1197
doc_f7950acecd6c9962_chunk_0027,doc_f7950acecd6c9962,27,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,医療法人社団 蒼泉会 ひがし丘総合病院,04.分析,26205,26566,359
doc_fedf164e75a35759_chunk_0000,doc_fedf164e75a35759,0,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社東都人材プラットフォーム,04.分析,0,1199,1199
doc_fedf164e75a35759_chunk_0001,doc_fedf164e75a35759,1,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社東都人材プラットフォーム,04.分析,999,2194,1191
doc_fedf164e75a35759_chunk_0002,doc_fedf164e75a35759,2,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社東都人材プラットフォーム,04.分析,1994,3167,1172
doc_fedf164e75a35759_chunk_0003,doc_fedf164e75a35759,3,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社東都人材プラットフォーム,04.分析,2967,4161,1191
doc_fedf164e75a35759_chunk_0004,doc_fedf164e75a35759,4,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社東都人材プラットフォーム,04.分析,3961,5122,1138
doc_fedf164e75a35759_chunk_0005,doc_fedf164e75a35759,5,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社東都人材プラットフォーム,04.分析,4922,6085,1163
doc_fedf164e75a35759_chunk_0006,doc_fedf164e75a35759,6,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社東都人材プラットフォーム,04.分析,5885,7071,1186
doc_fedf164e75a35759_chunk_0007,doc_fedf164e75a35759,7,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社東都人材プラットフォーム,04.分析,6871,8038,1164
doc_fedf164e75a35759_chunk_0008,doc_fedf164e75a35759,8,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社東都人材プラットフォーム,04.分析,7838,9018,1178
doc_fedf164e75a35759_chunk_0009,doc_fedf164e75a35759,9,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社東都人材プラットフォーム,04.分析,8818,9950,1131
doc_fedf164e75a35759_chunk_0010,doc_fedf164e75a35759,10,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社東都人材プラットフォーム,04.分析,9750,10606,841
doc_fedf164e75a35759_chunk_0011,doc_fedf164e75a35759,11,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社東都人材プラットフォーム,04.分析,10406,11585,1178
doc_fedf164e75a35759_chunk_0012,doc_fedf164e75a35759,12,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社東都人材プラットフォーム,04.分析,11385,12580,1195
doc_fedf164e75a35759_chunk_0013,doc_fedf164e75a35759,13,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社東都人材プラットフォーム,04.分析,12380,13558,1177
doc_fedf164e75a35759_chunk_0014,doc_fedf164e75a35759,14,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社東都人材プラットフォーム,04.分析,13358,14501,1143
doc_fedf164e75a35759_chunk_0015,doc_fedf164e75a35759,15,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社東都人材プラットフォーム,04.分析,14301,15455,1154
doc_fedf164e75a35759_chunk_0016,doc_fedf164e75a35759,16,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社東都人材プラットフォーム,04.分析,15255,16408,1152
doc_fedf164e75a35759_chunk_0017,doc_fedf164e75a35759,17,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社東都人材プラットフォーム,04.分析,16208,17406,1196
doc_fedf164e75a35759_chunk_0018,doc_fedf164e75a35759,18,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社東都人材プラットフォーム,04.分析,17206,18399,1193
doc_fedf164e75a35759_chunk_0019,doc_fedf164e75a35759,19,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社東都人材プラットフォーム,04.分析,18199,19380,1181
doc_fedf164e75a35759_chunk_0020,doc_fedf164e75a35759,20,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社東都人材プラットフォーム,04.分析,19180,20362,1182
doc_fedf164e75a35759_chunk_0021,doc_fedf164e75a35759,21,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社東都人材プラットフォーム,04.分析,20162,21229,1065
doc_fedf164e75a35759_chunk_0022,doc_fedf164e75a35759,22,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社東都人材プラットフォーム,04.分析,21029,22208,1178
doc_fedf164e75a35759_chunk_0023,doc_fedf164e75a35759,23,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社東都人材プラットフォーム,04.分析,22008,23179,1171
doc_fedf164e75a35759_chunk_0024,doc_fedf164e75a35759,24,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社東都人材プラットフォーム,04.分析,22979,24125,1146
doc_fedf164e75a35759_chunk_0025,doc_fedf164e75a35759,25,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社東都人材プラットフォーム,04.分析,23925,25106,1180
doc_fedf164e75a35759_chunk_0026,doc_fedf164e75a35759,26,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社東都人材プラットフォーム,04.分析,24906,26084,1174
doc_fedf164e75a35759_chunk_0027,doc_fedf164e75a35759,27,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社東都人材プラットフォーム,04.分析,25884,27049,1164
doc_fedf164e75a35759_chunk_0028,doc_fedf164e75a35759,28,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社東都人材プラットフォーム,04.分析,26849,28042,1190
doc_fedf164e75a35759_chunk_0029,doc_fedf164e75a35759,29,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社東都人材プラットフォーム,04.分析,27842,29014,1172
doc_fedf164e75a35759_chunk_0030,doc_fedf164e75a35759,30,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社東都人材プラットフォーム,04.分析,28814,29786,971
doc_fedf164e75a35759_chunk_0031,doc_fedf164e75a35759,31,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社東都人材プラットフォーム,04.分析,29586,30704,1118
doc_fedf164e75a35759_chunk_0032,doc_fedf164e75a35759,32,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社東都人材プラットフォーム,04.分析,30504,31623,1118
doc_fedf164e75a35759_chunk_0033,doc_fedf164e75a35759,33,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社東都人材プラットフォーム,04.分析,31423,32607,1184
doc_fedf164e75a35759_chunk_0034,doc_fedf164e75a35759,34,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社東都人材プラットフォーム,04.分析,32407,33585,1178
doc_fedf164e75a35759_chunk_0035,doc_fedf164e75a35759,35,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社東都人材プラットフォーム,04.分析,33385,34570,1185
doc_fedf164e75a35759_chunk_0036,doc_fedf164e75a35759,36,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社東都人材プラットフォーム,04.分析,34370,35387,1013
doc_f7bbe31b3fc35746_chunk_0000,doc_f7bbe31b3fc35746,0,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,0,1175,1175
doc_f7bbe31b3fc35746_chunk_0001,doc_f7bbe31b3fc35746,1,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,975,2144,1169
doc_f7bbe31b3fc35746_chunk_0002,doc_f7bbe31b3fc35746,2,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,1944,3137,1193
doc_f7bbe31b3fc35746_chunk_0003,doc_f7bbe31b3fc35746,3,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,2937,4082,1142
doc_f7bbe31b3fc35746_chunk_0004,doc_f7bbe31b3fc35746,4,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,3882,5076,1191
doc_f7bbe31b3fc35746_chunk_0005,doc_f7bbe31b3fc35746,5,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,4876,6056,1179
doc_f7bbe31b3fc35746_chunk_0006,doc_f7bbe31b3fc35746,6,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,5856,7016,1160
doc_f7bbe31b3fc35746_chunk_0007,doc_f7bbe31b3fc35746,7,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,6816,8014,1195
doc_f7bbe31b3fc35746_chunk_0008,doc_f7bbe31b3fc35746,8,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,7814,8963,1146
doc_f7bbe31b3fc35746_chunk_0009,doc_f7bbe31b3fc35746,9,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,8763,9938,1164
doc_f7bbe31b3fc35746_chunk_0010,doc_f7bbe31b3fc35746,10,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,9738,10880,1134
doc_f7bbe31b3fc35746_chunk_0011,doc_f7bbe31b3fc35746,11,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,10680,11863,1183
doc_f7bbe31b3fc35746_chunk_0012,doc_f7bbe31b3fc35746,12,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,11663,12812,1149
doc_f7bbe31b3fc35746_chunk_0013,doc_f7bbe31b3fc35746,13,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,12612,13782,1170
doc_f7bbe31b3fc35746_chunk_0014,doc_f7bbe31b3fc35746,14,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,13582,14745,1163
doc_f7bbe31b3fc35746_chunk_0015,doc_f7bbe31b3fc35746,15,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,14545,15699,1154
doc_f7bbe31b3fc35746_chunk_0016,doc_f7bbe31b3fc35746,16,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,15499,16682,1180
doc_f7bbe31b3fc35746_chunk_0017,doc_f7bbe31b3fc35746,17,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,16482,17630,1145
doc_f7bbe31b3fc35746_chunk_0018,doc_f7bbe31b3fc35746,18,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,17430,18617,1183
doc_f7bbe31b3fc35746_chunk_0019,doc_f7bbe31b3fc35746,19,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,18417,19608,1186
doc_f7bbe31b3fc35746_chunk_0020,doc_f7bbe31b3fc35746,20,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,19408,20590,1181
doc_f7bbe31b3fc35746_chunk_0021,doc_f7bbe31b3fc35746,21,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,20390,21536,1138
doc_f7bbe31b3fc35746_chunk_0022,doc_f7bbe31b3fc35746,22,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,21336,22495,1159
doc_f7bbe31b3fc35746_chunk_0023,doc_f7bbe31b3fc35746,23,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,22295,23475,1180
doc_f7bbe31b3fc35746_chunk_0024,doc_f7bbe31b3fc35746,24,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,23275,24460,1185
doc_f7bbe31b3fc35746_chunk_0025,doc_f7bbe31b3fc35746,25,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,24260,25412,1152
doc_f7bbe31b3fc35746_chunk_0026,doc_f7bbe31b3fc35746,26,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,25212,26380,1168
doc_f7bbe31b3fc35746_chunk_0027,doc_f7bbe31b3fc35746,27,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,26180,27376,1184
doc_f7bbe31b3fc35746_chunk_0028,doc_f7bbe31b3fc35746,28,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,27176,28355,1167
doc_f7bbe31b3fc35746_chunk_0029,doc_f7bbe31b3fc35746,29,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,28155,29246,1091
doc_f7bbe31b3fc35746_chunk_0030,doc_f7bbe31b3fc35746,30,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,29046,30214,1168
doc_f7bbe31b3fc35746_chunk_0031,doc_f7bbe31b3fc35746,31,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,30014,31145,1130
doc_f7bbe31b3fc35746_chunk_0032,doc_f7bbe31b3fc35746,32,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,30945,32109,1156
doc_f7bbe31b3fc35746_chunk_0033,doc_f7bbe31b3fc35746,33,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,31909,33077,1168
