document_id,relative_path,file_name,extension,area,project_name,major_folder,source_path,size_bytes,extraction_method,encoding,row_count,column_count,text_length,line_count,text_hash_sha1,text_preview,extra_json
doc_fedf164e75a35759,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社東都人材プラットフォーム,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/notebooks/01_eda.ipynb,227836,ipynb_cells_text_limited_outputs,utf-8-sig,20.0,,35387,944,ac03cd6a2c212243d85b40a6ed05459dddb29059,# source_path: プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/notebooks/01_eda.ipynb # file_name: 01_eda.ipynb # extension: .ipynb # area: プロジェクト # project_name: 株式会社東都人材プラットフォーム # major_folder: 04.分析 # Notebook: 01_eda.ipynb  ## cell_000 [markdown] # EDAノートブック  本ノートブックは、分析業務で使うEDAを固定手順で実行するための定型版です。 可視化結果は相対パスで `reports/figures` に保存します。  ## cell_001 [markdown] ## 固定EDA計画 1. データ読み込みと基本確認 2. 列型・記述統計の確認 3. 欠損率の集計と可視化 4. 数値列の分布確認 5. カテゴリ列の主要分布確認 6. 目的変数の分布と偏り確認 7. 数値特徴量の相関確認 8. 日付列の時系列傾向確認（存在時） 9. ,"{""cell_count"": 20, ""cell_type_counts"": {""markdown"": 10, ""code"": 10}, ""output_text_count"": 31, ""output_truncated_count"": 2, ""output_skipped_count_by_total_budget"": 0, ""output_original_total_length"": 18529, ""output_included_total_length"": 13950, ""ipynb_max_output_chars_per_cell"": 2000, ""ipynb_max_total_output_chars"": 50000, ""ipynb_max_source_chars_per_cell"": 20000, ""source_truncated_count"": 0, ""embedded_image_omitted_count"": 0, ""source_original_total_length"": 20490, ""source_cleaned_total_length"": 20490, ""skipped_mime_counts"": {""image/png"": 6}}"
doc_f7bbe31b3fc35746,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/notebooks/01_eda.ipynb,449328,ipynb_cells_text_limited_outputs,utf-8-sig,20.0,,33718,847,125f6c91f57ccaefd3df8a4a511c95f8bad4b82a,# source_path: プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/notebooks/01_eda.ipynb # file_name: 01_eda.ipynb # extension: .ipynb # area: プロジェクト # project_name: 株式会社青嶺不動産アセットマネジメント # major_folder: 04.分析 # Notebook: 01_eda.ipynb  ## cell_000 [markdown] # EDAノートブック  本ノートブックは、分析業務で使うEDAを固定手順で実行するための定型版です。 可視化結果は相対パスで `reports/figures` に保存します。  ## cell_001 [markdown] ## 固定EDA計画 1. データ読み込みと基本確認 2. 列型・記述統計の確認 3. 欠損率の集計と可視化 4. 数値列の分布確認 5. カテゴリ列の主要分布確認 6. 目的変数の分布と偏り確認 7. 数値特徴量の相関確認 8. 日付列の時系列傾向確認（存在,"{""cell_count"": 20, ""cell_type_counts"": {""markdown"": 10, ""code"": 10}, ""output_text_count"": 20, ""output_truncated_count"": 4, ""output_skipped_count_by_total_budget"": 0, ""output_original_total_length"": 23352, ""output_included_total_length"": 11860, ""ipynb_max_output_chars_per_cell"": 2000, ""ipynb_max_total_output_chars"": 50000, ""ipynb_max_source_chars_per_cell"": 20000, ""source_truncated_count"": 0, ""embedded_image_omitted_count"": 0, ""source_original_total_length"": 20927, ""source_cleaned_total_length"": 20927, ""skipped_mime_counts"": {""image/png"": 6}}"
doc_bc9c5d0845ebe443,プロジェクト/株式会社青潮モビリティサービス/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社青潮モビリティサービス,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/株式会社青潮モビリティサービス/04.分析/analysis_project/notebooks/01_eda.ipynb,485457,ipynb_cells_text_limited_outputs,utf-8-sig,20.0,,27653,816,4150a7fe6518ac0279ce180222cf7fb475573158,# source_path: プロジェクト/株式会社青潮モビリティサービス/04.分析/analysis_project/notebooks/01_eda.ipynb # file_name: 01_eda.ipynb # extension: .ipynb # area: プロジェクト # project_name: 株式会社青潮モビリティサービス # major_folder: 04.分析 # Notebook: 01_eda.ipynb  ## cell_000 [markdown] # EDAノートブック  本ノートブックは、分析業務で使うEDAを固定手順で実行するための定型版です。 可視化結果は相対パスで `reports/figures` に保存します。  ## cell_001 [markdown] ## 固定EDA計画 1. データ読み込みと基本確認 2. 列型・記述統計の確認 3. 欠損率の集計と可視化 4. 数値列の分布確認 5. カテゴリ列の主要分布確認 6. 目的変数の分布と偏り確認 7. 数値特徴量の相関確認 8. 日付列の時系列傾向確認（存在時） 9. 観察,"{""cell_count"": 20, ""cell_type_counts"": {""markdown"": 10, ""code"": 10}, ""output_text_count"": 20, ""output_truncated_count"": 1, ""output_skipped_count_by_total_budget"": 0, ""output_original_total_length"": 12424, ""output_included_total_length"": 9194, ""ipynb_max_output_chars_per_cell"": 2000, ""ipynb_max_total_output_chars"": 50000, ""ipynb_max_source_chars_per_cell"": 20000, ""source_truncated_count"": 0, ""embedded_image_omitted_count"": 0, ""source_original_total_length"": 17536, ""source_cleaned_total_length"": 17536, ""skipped_mime_counts"": {""image/png"": 6}}"
doc_ac36b4fecdfa95d5,プロジェクト/株式会社青葉バイオメディカル機器/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,株式会社青葉バイオメディカル機器,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/株式会社青葉バイオメディカル機器/04.分析/analysis_project/notebooks/01_eda.ipynb,2742,ipynb_cells_text_limited_outputs,utf-8-sig,6.0,,1524,51,ff255f5699d2a6b57f507a0414735dd5d8b4c5f1,"# source_path: プロジェクト/株式会社青葉バイオメディカル機器/04.分析/analysis_project/notebooks/01_eda.ipynb # file_name: 01_eda.ipynb # extension: .ipynb # area: プロジェクト # project_name: 株式会社青葉バイオメディカル機器 # major_folder: 04.分析 # Notebook: 01_eda.ipynb  ## cell_000 [markdown] # EDA Notebook  This notebook is an initial exploratory analysis template.  ## cell_001 [code] from pathlib import Path import pandas as pd  ENCODINGS = ('utf-8-sig', 'utf-8', 'cp932', 'shift_jis', 'euc_jp')  def load_csv_auto(path: Path) -> tuple[pd","{""cell_count"": 6, ""cell_type_counts"": {""markdown"": 1, ""code"": 5}, ""output_text_count"": 0, ""output_truncated_count"": 0, ""output_skipped_count_by_total_budget"": 0, ""output_original_total_length"": 0, ""output_included_total_length"": 0, ""ipynb_max_output_chars_per_cell"": 2000, ""ipynb_max_total_output_chars"": 50000, ""ipynb_max_source_chars_per_cell"": 20000, ""source_truncated_count"": 0, ""embedded_image_omitted_count"": 0, ""source_original_total_length"": 1169, ""source_cleaned_total_length"": 1169, ""skipped_mime_counts"": {}}"
doc_e52d8af8e3e09f73,プロジェクト/白峰信用リスク評価株式会社/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,白峰信用リスク評価株式会社,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/白峰信用リスク評価株式会社/04.分析/analysis_project/notebooks/01_eda.ipynb,5543913,ipynb_cells_text_limited_outputs,utf-8-sig,22.0,,32599,907,9bd2d64adabe619765f0d6291f850c314c19d364,# source_path: プロジェクト/白峰信用リスク評価株式会社/04.分析/analysis_project/notebooks/01_eda.ipynb # file_name: 01_eda.ipynb # extension: .ipynb # area: プロジェクト # project_name: 白峰信用リスク評価株式会社 # major_folder: 04.分析 # Notebook: 01_eda.ipynb  ## cell_000 [markdown] # EDAノートブック  本ノートブックは、分析業務で使うEDAを固定手順で実行するための定型版です。 可視化結果は相対パスで `reports/figures` に保存します。  ## cell_001 [markdown] ## 固定EDA計画 1. データ読み込みと基本確認 2. 列型・記述統計の確認 3. 欠損率の集計と可視化 4. 数値列の分布確認 5. カテゴリ列の主要分布確認 6. 目的変数の分布と偏り確認 7. 数値特徴量の相関確認 8. 日付列の時系列傾向確認（存在時） 9. 観察結果サマ,"{""cell_count"": 22, ""cell_type_counts"": {""markdown"": 12, ""code"": 10}, ""output_text_count"": 21, ""output_truncated_count"": 2, ""output_skipped_count_by_total_budget"": 0, ""output_original_total_length"": 16944, ""output_included_total_length"": 10253, ""ipynb_max_output_chars_per_cell"": 2000, ""ipynb_max_total_output_chars"": 50000, ""ipynb_max_source_chars_per_cell"": 20000, ""source_truncated_count"": 0, ""embedded_image_omitted_count"": 1, ""source_original_total_length"": 5157584, ""source_cleaned_total_length"": 21375, ""skipped_mime_counts"": {""image/png"": 6}}"
doc_c76ce2191c7a7cf9,プロジェクト/白峰信用リスク評価株式会社/04.分析/analysis_project/notebooks/01_eda_old.ipynb,01_eda_old.ipynb,.ipynb,プロジェクト,白峰信用リスク評価株式会社,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/白峰信用リスク評価株式会社/04.分析/analysis_project/notebooks/01_eda_old.ipynb,6134637,ipynb_cells_text_limited_outputs,utf-8-sig,22.0,,32611,907,fd2f9d49e83f09c6136d5e6375a2c79d4ad7bf3e,# source_path: プロジェクト/白峰信用リスク評価株式会社/04.分析/analysis_project/notebooks/01_eda_old.ipynb # file_name: 01_eda_old.ipynb # extension: .ipynb # area: プロジェクト # project_name: 白峰信用リスク評価株式会社 # major_folder: 04.分析 # Notebook: 01_eda_old.ipynb  ## cell_000 [markdown] # EDAノートブック  本ノートブックは、分析業務で使うEDAを固定手順で実行するための定型版です。 可視化結果は相対パスで `reports/figures` に保存します。  ## cell_001 [markdown] ## 固定EDA計画 1. データ読み込みと基本確認 2. 列型・記述統計の確認 3. 欠損率の集計と可視化 4. 数値列の分布確認 5. カテゴリ列の主要分布確認 6. 目的変数の分布と偏り確認 7. 数値特徴量の相関確認 8. 日付列の時系列傾向確認（存在,"{""cell_count"": 22, ""cell_type_counts"": {""markdown"": 12, ""code"": 10}, ""output_text_count"": 21, ""output_truncated_count"": 2, ""output_skipped_count_by_total_budget"": 0, ""output_original_total_length"": 16944, ""output_included_total_length"": 10253, ""ipynb_max_output_chars_per_cell"": 2000, ""ipynb_max_total_output_chars"": 50000, ""ipynb_max_source_chars_per_cell"": 20000, ""source_truncated_count"": 0, ""embedded_image_omitted_count"": 1, ""source_original_total_length"": 5748308, ""source_cleaned_total_length"": 21375, ""skipped_mime_counts"": {""image/png"": 6}}"
doc_f8aa3d477d935cb8,プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,.ipynb,プロジェクト,青葉与信マネジメント株式会社,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_project/notebooks/01_eda.ipynb,339513,ipynb_cells_text_limited_outputs,utf-8-sig,20.0,,35182,978,796e916748e923f52c0ed6a345e890c5a79ff0df,# source_path: プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_project/notebooks/01_eda.ipynb # file_name: 01_eda.ipynb # extension: .ipynb # area: プロジェクト # project_name: 青葉与信マネジメント株式会社 # major_folder: 04.分析 # Notebook: 01_eda.ipynb  ## cell_000 [markdown] # EDAノートブック  本ノートブックは、分析業務で使うEDAを固定手順で実行するための定型版です。 可視化結果は相対パスで `reports/figures` に保存します。  ## cell_001 [markdown] ## 固定EDA計画 1. データ読み込みと基本確認 2. 列型・記述統計の確認 3. 欠損率の集計と可視化 4. 数値列の分布確認 5. カテゴリ列の主要分布確認 6. 目的変数の分布と偏り確認 7. 数値特徴量の相関確認 8. 日付列の時系列傾向確認（存在時） 9. 観察結果,"{""cell_count"": 20, ""cell_type_counts"": {""markdown"": 10, ""code"": 10}, ""output_text_count"": 25, ""output_truncated_count"": 2, ""output_skipped_count_by_total_budget"": 0, ""output_original_total_length"": 14350, ""output_included_total_length"": 11033, ""ipynb_max_output_chars_per_cell"": 2000, ""ipynb_max_total_output_chars"": 50000, ""ipynb_max_source_chars_per_cell"": 20000, ""source_truncated_count"": 0, ""embedded_image_omitted_count"": 0, ""source_original_total_length"": 23218, ""source_cleaned_total_length"": 23218, ""skipped_mime_counts"": {""image/png"": 6}}"
doc_ae8d5836e4aeb61b,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_outputs/metrics.json,metrics.json,.json,プロジェクト,京橋信用ソリューションズ株式会社,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_outputs/metrics.json,902,json_pretty_text,utf-8-sig,17.0,,1374,50,25e3a54e2e3e1aab69add70b930623755b8a0f99,"# source_path: プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_outputs/metrics.json # file_name: metrics.json # extension: .json # area: プロジェクト # project_name: 京橋信用ソリューションズ株式会社 # major_folder: 04.分析 # JSONファイル: metrics.json  - top_level_type: dict - item_count: 17 - top_level_keys: task_type, encoding, target_column, date_column, use_date_features, model_type, model_params, row_count, feature_count, train_rows, test_rows, accuracy, f1_macro, auc_roc, brier_score, precision_at_top10pct, eda_summary  ## pr","{""top_level_type"": ""dict"", ""top_level_keys"": [""task_type"", ""encoding"", ""target_column"", ""date_column"", ""use_date_features"", ""model_type"", ""model_params"", ""row_count"", ""feature_count"", ""train_rows"", ""test_rows"", ""accuracy"", ""f1_macro"", ""auc_roc"", ""brier_score"", ""precision_at_top10pct"", ""eda_summary""]}"
doc_79879edbc5800b7a,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/configs/project_config.json,project_config.json,.json,プロジェクト,京橋信用ソリューションズ株式会社,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/configs/project_config.json,375,json_pretty_text,utf-8-sig,11.0,,821,26,61dd6f6bddf1d92d4573a8d3dadd73fa2e16c5f7,"# source_path: プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/configs/project_config.json # file_name: project_config.json # extension: .json # area: プロジェクト # project_name: 京橋信用ソリューションズ株式会社 # major_folder: 04.分析 # JSONファイル: project_config.json  - top_level_type: dict - item_count: 11 - top_level_keys: data_csv, column_doc, target_column, date_column, use_date_features, model_type, model_params, output_dir, random_state, test_size, analysis_spec_path  ## pretty_json {   ""analysis_spec_path"": ""art","{""top_level_type"": ""dict"", ""top_level_keys"": [""data_csv"", ""column_doc"", ""target_column"", ""date_column"", ""use_date_features"", ""model_type"", ""model_params"", ""output_dir"", ""random_state"", ""test_size"", ""analysis_spec_path""]}"
doc_b126b2974232ad86,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_outputs/metrics.json,metrics.json,.json,プロジェクト,医療法人社団 恒一会 かえで総合病院,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_outputs/metrics.json,3465,json_pretty_text,utf-8-sig,42.0,,4464,150,3b3b530fbc47231cf8de8034bc2bc716d470c6c4,"# source_path: プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_outputs/metrics.json # file_name: metrics.json # extension: .json # area: プロジェクト # project_name: 医療法人社団 恒一会 かえで総合病院 # major_folder: 04.分析 # JSONファイル: metrics.json  - top_level_type: dict - item_count: 42 - top_level_keys: task_type, encoding, target_column, date_column, use_date_features, use_numeric_interactions, use_cyclical_time_features, use_ordered_category_features, group_rare_categories, rare_category_min_count, use_categorical_frequ","{""top_level_type"": ""dict"", ""top_level_keys"": [""task_type"", ""encoding"", ""target_column"", ""date_column"", ""use_date_features"", ""use_numeric_interactions"", ""use_cyclical_time_features"", ""use_ordered_category_features"", ""group_rare_categories"", ""rare_category_min_count"", ""use_categorical_frequency_features"", ""categorical_frequency_min_unique"", ""categorical_frequency_max_unique"", ""use_class_target_encoding"", ""drop_original_categorical_after_target_encoding"", ""tune_class_decision_weights"", ""model_type"", ""model_params"", ""split_strategy"", ""transform_target"", ""validation_size"", ""early_stopping"", ""early_stopping_patience"", ""row_count"", ""feature_count"", ""train_rows"", ""validation_rows"", ""test_rows"", ""split_ordering_basis"", ""accuracy"", ""f1_macro"", ""auc_roc"", ""brier_score"", ""precision_at_top10pct"", ""train_metrics"", ""validation_metrics"", ""class_target_encoding"", ""eda_summary"", ""feature_selection"", ""ordered_feature_columns"", ""selected_feature_count"", ""excluded_feature_count""]}"
doc_a9891ed1fe0130f9,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_outputs/run_summary.json,run_summary.json,.json,プロジェクト,医療法人社団 恒一会 かえで総合病院,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_outputs/run_summary.json,1654,json_pretty_text,utf-8-sig,33.0,,2701,70,9b7b6d1aca2f40da77943b7bdabe1243c61a8578,"# source_path: プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_outputs/run_summary.json # file_name: run_summary.json # extension: .json # area: プロジェクト # project_name: 医療法人社団 恒一会 かえで総合病院 # major_folder: 04.分析 # JSONファイル: run_summary.json  - top_level_type: dict - item_count: 33 - top_level_keys: target_column, date_column, task_type, use_date_features, use_numeric_interactions, use_cyclical_time_features, use_ordered_category_features, group_rare_categories, rare_category_min_count, use_categorical_fre","{""top_level_type"": ""dict"", ""top_level_keys"": [""target_column"", ""date_column"", ""task_type"", ""use_date_features"", ""use_numeric_interactions"", ""use_cyclical_time_features"", ""use_ordered_category_features"", ""group_rare_categories"", ""rare_category_min_count"", ""use_categorical_frequency_features"", ""categorical_frequency_min_unique"", ""categorical_frequency_max_unique"", ""use_class_target_encoding"", ""class_target_encoding_min_unique"", ""class_target_encoding_max_unique"", ""class_target_encoding_smoothing"", ""drop_original_categorical_after_target_encoding"", ""tune_class_decision_weights"", ""model_type"", ""model_params"", ""split_strategy"", ""split_ordering_basis"", ""transform_target"", ""validation_size"", ""early_stopping"", ""early_stopping_patience"", ""output_dir"", ""selected_feature_count"", ""excluded_feature_columns"", ""categorical_unique_limit"", ""ordered_feature_columns"", ""class_target_encoding"", ""class_decision_tuning""]}"
doc_3c93093dd88ecbe2,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/configs/project_config.json,project_config.json,.json,プロジェクト,医療法人社団 恒一会 かえで総合病院,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/configs/project_config.json,2212,json_pretty_text,utf-8-sig,34.0,,3225,84,cfcd09a16a47f2664b9e11437ff92ca833acd710,"# source_path: プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/configs/project_config.json # file_name: project_config.json # extension: .json # area: プロジェクト # project_name: 医療法人社団 恒一会 かえで総合病院 # major_folder: 04.分析 # JSONファイル: project_config.json  - top_level_type: dict - item_count: 34 - top_level_keys: data_csv, column_doc, target_column, date_column, use_date_features, use_numeric_interactions, use_cyclical_time_features, use_ordered_category_features, group_rare_categories, rare_category_mi","{""top_level_type"": ""dict"", ""top_level_keys"": [""data_csv"", ""column_doc"", ""target_column"", ""date_column"", ""use_date_features"", ""use_numeric_interactions"", ""use_cyclical_time_features"", ""use_ordered_category_features"", ""group_rare_categories"", ""rare_category_min_count"", ""use_categorical_frequency_features"", ""categorical_frequency_min_unique"", ""categorical_frequency_max_unique"", ""use_class_target_encoding"", ""class_target_encoding_min_unique"", ""class_target_encoding_max_unique"", ""class_target_encoding_smoothing"", ""drop_original_categorical_after_target_encoding"", ""categorical_unique_limit_override"", ""tune_class_decision_weights"", ""split_strategy"", ""transform_target"", ""validation_size"", ""early_stopping"", ""early_stopping_patience"", ""early_stopping_min_delta"", ""model_type"", ""model_params"", ""output_dir"", ""random_state"", ""test_size"", ""feature_plan"", ""analysis_spec_path"", ""task_type""]}"
doc_fad68ef3678d5e6e,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_outputs/metrics.json,metrics.json,.json,プロジェクト,医療法人社団 蒼樹会 みなみ野女性医療センター,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_outputs/metrics.json,3194,json_pretty_text,utf-8-sig,41.0,,4198,132,4247ce8e315417e4729ce7a6ce34c5bf6ec85757,"# source_path: プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_outputs/metrics.json # file_name: metrics.json # extension: .json # area: プロジェクト # project_name: 医療法人社団 蒼樹会 みなみ野女性医療センター # major_folder: 04.分析 # JSONファイル: metrics.json  - top_level_type: dict - item_count: 41 - top_level_keys: task_type, encoding, target_column, date_column, use_date_features, use_numeric_interactions, use_cyclical_time_features, use_ordered_category_features, group_rare_categories, rare_category_min_count, use_categor","{""top_level_type"": ""dict"", ""top_level_keys"": [""task_type"", ""encoding"", ""target_column"", ""date_column"", ""use_date_features"", ""use_numeric_interactions"", ""use_cyclical_time_features"", ""use_ordered_category_features"", ""group_rare_categories"", ""rare_category_min_count"", ""use_categorical_frequency_features"", ""categorical_frequency_min_unique"", ""categorical_frequency_max_unique"", ""use_class_target_encoding"", ""drop_original_categorical_after_target_encoding"", ""tune_class_decision_weights"", ""model_type"", ""model_params"", ""split_strategy"", ""transform_target"", ""validation_size"", ""early_stopping"", ""early_stopping_patience"", ""row_count"", ""feature_count"", ""train_rows"", ""validation_rows"", ""test_rows"", ""split_ordering_basis"", ""accuracy"", ""f1_macro"", ""auc_roc"", ""brier_score"", ""precision_at_top10pct"", ""train_metrics"", ""validation_metrics"", ""eda_summary"", ""feature_selection"", ""ordered_feature_columns"", ""selected_feature_count"", ""excluded_feature_count""]}"
doc_3b0fe3778942a535,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_outputs/run_summary.json,run_summary.json,.json,プロジェクト,医療法人社団 蒼樹会 みなみ野女性医療センター,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_outputs/run_summary.json,1365,json_pretty_text,utf-8-sig,33.0,,2438,54,d6dcf8983f30629b38463dccb56164335355ab62,"# source_path: プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_outputs/run_summary.json # file_name: run_summary.json # extension: .json # area: プロジェクト # project_name: 医療法人社団 蒼樹会 みなみ野女性医療センター # major_folder: 04.分析 # JSONファイル: run_summary.json  - top_level_type: dict - item_count: 33 - top_level_keys: target_column, date_column, task_type, use_date_features, use_numeric_interactions, use_cyclical_time_features, use_ordered_category_features, group_rare_categories, rare_category_min_count, use_categ","{""top_level_type"": ""dict"", ""top_level_keys"": [""target_column"", ""date_column"", ""task_type"", ""use_date_features"", ""use_numeric_interactions"", ""use_cyclical_time_features"", ""use_ordered_category_features"", ""group_rare_categories"", ""rare_category_min_count"", ""use_categorical_frequency_features"", ""categorical_frequency_min_unique"", ""categorical_frequency_max_unique"", ""use_class_target_encoding"", ""class_target_encoding_min_unique"", ""class_target_encoding_max_unique"", ""class_target_encoding_smoothing"", ""drop_original_categorical_after_target_encoding"", ""tune_class_decision_weights"", ""model_type"", ""model_params"", ""split_strategy"", ""split_ordering_basis"", ""transform_target"", ""validation_size"", ""early_stopping"", ""early_stopping_patience"", ""output_dir"", ""selected_feature_count"", ""excluded_feature_columns"", ""categorical_unique_limit"", ""ordered_feature_columns"", ""class_target_encoding"", ""class_decision_tuning""]}"
doc_f14b6058ffa5eba6,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/configs/project_config.json,project_config.json,.json,プロジェクト,医療法人社団 蒼樹会 みなみ野女性医療センター,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/configs/project_config.json,2212,json_pretty_text,utf-8-sig,34.0,,3235,84,49ef3913985eab08bd7e429be9f240e576fdd4c3,"# source_path: プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/configs/project_config.json # file_name: project_config.json # extension: .json # area: プロジェクト # project_name: 医療法人社団 蒼樹会 みなみ野女性医療センター # major_folder: 04.分析 # JSONファイル: project_config.json  - top_level_type: dict - item_count: 34 - top_level_keys: data_csv, column_doc, target_column, date_column, use_date_features, use_numeric_interactions, use_cyclical_time_features, use_ordered_category_features, group_rare_categories, rare_c","{""top_level_type"": ""dict"", ""top_level_keys"": [""data_csv"", ""column_doc"", ""target_column"", ""date_column"", ""use_date_features"", ""use_numeric_interactions"", ""use_cyclical_time_features"", ""use_ordered_category_features"", ""group_rare_categories"", ""rare_category_min_count"", ""use_categorical_frequency_features"", ""categorical_frequency_min_unique"", ""categorical_frequency_max_unique"", ""use_class_target_encoding"", ""class_target_encoding_min_unique"", ""class_target_encoding_max_unique"", ""class_target_encoding_smoothing"", ""drop_original_categorical_after_target_encoding"", ""categorical_unique_limit_override"", ""tune_class_decision_weights"", ""split_strategy"", ""transform_target"", ""validation_size"", ""early_stopping"", ""early_stopping_patience"", ""early_stopping_min_delta"", ""model_type"", ""model_params"", ""output_dir"", ""random_state"", ""test_size"", ""feature_plan"", ""analysis_spec_path"", ""task_type""]}"
doc_53b96cf705e65f98,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_outputs/metrics.json,metrics.json,.json,プロジェクト,医療法人社団 蒼泉会 ひがし丘総合病院,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_outputs/metrics.json,1642,json_pretty_text,utf-8-sig,18.0,,2132,86,2c5de148cea915e447101555bde4a52247931fe4,"# source_path: プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_outputs/metrics.json # file_name: metrics.json # extension: .json # area: プロジェクト # project_name: 医療法人社団 蒼泉会 ひがし丘総合病院 # major_folder: 04.分析 # JSONファイル: metrics.json  - top_level_type: dict - item_count: 18 - top_level_keys: task_type, encoding, target_column, date_column, use_date_features, use_numeric_interactions, model_type, model_params, row_count, feature_count, train_rows, test_rows, accuracy, f1_macro, eda_summary, feature_selection,","{""top_level_type"": ""dict"", ""top_level_keys"": [""task_type"", ""encoding"", ""target_column"", ""date_column"", ""use_date_features"", ""use_numeric_interactions"", ""model_type"", ""model_params"", ""row_count"", ""feature_count"", ""train_rows"", ""test_rows"", ""accuracy"", ""f1_macro"", ""eda_summary"", ""feature_selection"", ""selected_feature_count"", ""excluded_feature_count""]}"
