document_id,relative_path,actual_relative_path,file_name,extension,size_bytes,size_kb,area,project_name,major_folder,source_path
doc_16a8bad605ce0fb6,プロジェクト/白峰信用リスク評価株式会社/04.分析/analysis_project/configs/project_config.json,プロジェクト/白峰信用リスク評価株式会社/04.分析/analysis_project/configs/project_config.json,project_config.json,.json,378,0.37,プロジェクト,白峰信用リスク評価株式会社,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/白峰信用リスク評価株式会社/04.分析/analysis_project/configs/project_config.json
doc_f7adbf1668cd275b,プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_outputs/metrics.json,プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_outputs/metrics.json,metrics.json,.json,1021,1.0,プロジェクト,青葉与信マネジメント株式会社,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_outputs/metrics.json
doc_9e71130d67975c4c,プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_project/artifacts/analysis_outputs/metrics.json,プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_project/artifacts/analysis_outputs/metrics.json,metrics.json,.json,1031,1.01,プロジェクト,青葉与信マネジメント株式会社,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_project/artifacts/analysis_outputs/metrics.json
doc_091105365dbaaa0a,プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_project/artifacts/analysis_outputs/run_summary.json,プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_project/artifacts/analysis_outputs/run_summary.json,run_summary.json,.json,311,0.3,プロジェクト,青葉与信マネジメント株式会社,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_project/artifacts/analysis_outputs/run_summary.json
doc_c3c078fc810a3695,プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_project/configs/project_config.json,プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_project/configs/project_config.json,project_config.json,.json,458,0.45,プロジェクト,青葉与信マネジメント株式会社,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_project/configs/project_config.json
doc_20d523b128f3d966,プロジェクト/京橋信用ソリューションズ株式会社/03.データ/カラム説明.md,プロジェクト/京橋信用ソリューションズ株式会社/03.データ/カラム説明.md,カラム説明.md,.md,1570,1.53,プロジェクト,京橋信用ソリューションズ株式会社,03.データ,data/raw/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/03.データ/カラム説明.md
doc_cbc1794a88ca5dbb,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/README.md,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/README.md,README.md,.md,1458,1.42,プロジェクト,京橋信用ソリューションズ株式会社,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/README.md
doc_8df11f4415f90fc0,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/data/カラム説明.md,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/data/カラム説明.md,カラム説明.md,.md,1570,1.53,プロジェクト,京橋信用ソリューションズ株式会社,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/data/カラム説明.md
doc_db086260bd79cb23,プロジェクト/医療法人社団 恒一会 かえで総合病院/03.データ/カラム説明.md,プロジェクト/医療法人社団 恒一会 かえで総合病院/03.データ/カラム説明.md,カラム説明.md,.md,1150,1.12,プロジェクト,医療法人社団 恒一会 かえで総合病院,03.データ,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/03.データ/カラム説明.md
doc_0aea83fdabd69982,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/README.md,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/README.md,README.md,.md,1671,1.63,プロジェクト,医療法人社団 恒一会 かえで総合病院,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/README.md
doc_2fa294e47f0d5790,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/data/カラム説明.md,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/data/カラム説明.md,カラム説明.md,.md,1150,1.12,プロジェクト,医療法人社団 恒一会 かえで総合病院,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/data/カラム説明.md
doc_dfaf5f589f641eaf,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/03.データ/カラム説明.md,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/03.データ/カラム説明.md,カラム説明.md,.md,901,0.88,プロジェクト,医療法人社団 蒼樹会 みなみ野女性医療センター,03.データ,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/03.データ/カラム説明.md
doc_18a6035a6a517fd2,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/README.md,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/README.md,README.md,.md,1671,1.63,プロジェクト,医療法人社団 蒼樹会 みなみ野女性医療センター,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/README.md
doc_88b5dfe61d8f096c,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/data/カラム説明.md,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/data/カラム説明.md,カラム説明.md,.md,901,0.88,プロジェクト,医療法人社団 蒼樹会 みなみ野女性医療センター,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/data/カラム説明.md
doc_5d50d9983f8117a3,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/03.データ/カラム説明.md,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/03.データ/カラム説明.md,カラム説明.md,.md,584,0.57,プロジェクト,医療法人社団 蒼泉会 ひがし丘総合病院,03.データ,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/03.データ/カラム説明.md
doc_bc948309ee5f8e0a,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/README.md,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/README.md,README.md,.md,1465,1.43,プロジェクト,医療法人社団 蒼泉会 ひがし丘総合病院,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/README.md
doc_472d26a8bbfc563d,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/data/カラム説明.md,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/data/カラム説明.md,カラム説明.md,.md,584,0.57,プロジェクト,医療法人社団 蒼泉会 ひがし丘総合病院,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/data/カラム説明.md
doc_d9be5c5675392551,プロジェクト/株式会社東都人材プラットフォーム/03.データ/カラム説明.md,プロジェクト/株式会社東都人材プラットフォーム/03.データ/カラム説明.md,カラム説明.md,.md,319,0.31,プロジェクト,株式会社東都人材プラットフォーム,03.データ,data/raw/share/share/共有ドライブ/プロジェクト/株式会社東都人材プラットフォーム/03.データ/カラム説明.md
doc_606b52d6141fcc8a,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/README.md,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/README.md,README.md,.md,1670,1.63,プロジェクト,株式会社東都人材プラットフォーム,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/README.md
doc_f26f43fb83a88ae1,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/data/カラム説明.md,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/data/カラム説明.md,カラム説明.md,.md,319,0.31,プロジェクト,株式会社東都人材プラットフォーム,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/data/カラム説明.md
doc_f3d7063a57533b8c,プロジェクト/株式会社青嶺不動産アセットマネジメント/03.データ/カラム説明.md,プロジェクト/株式会社青嶺不動産アセットマネジメント/03.データ/カラム説明.md,カラム説明.md,.md,455,0.44,プロジェクト,株式会社青嶺不動産アセットマネジメント,03.データ,data/raw/share/share/共有ドライブ/プロジェクト/株式会社青嶺不動産アセットマネジメント/03.データ/カラム説明.md
doc_c139a5630f3aae7c,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/README.md,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/README.md,README.md,.md,1695,1.66,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/README.md
doc_aceec67eb856a777,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/data/カラム説明.md,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/data/カラム説明.md,カラム説明.md,.md,455,0.44,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/data/カラム説明.md
doc_508aac1bd047366b,プロジェクト/株式会社青潮モビリティサービス/03.データ/カラム説明.md,プロジェクト/株式会社青潮モビリティサービス/03.データ/カラム説明.md,カラム説明.md,.md,1347,1.32,プロジェクト,株式会社青潮モビリティサービス,03.データ,data/raw/share/share/共有ドライブ/プロジェクト/株式会社青潮モビリティサービス/03.データ/カラム説明.md
doc_026ca238800053d2,プロジェクト/株式会社青潮モビリティサービス/04.分析/analysis_project/README.md,プロジェクト/株式会社青潮モビリティサービス/04.分析/analysis_project/README.md,README.md,.md,1669,1.63,プロジェクト,株式会社青潮モビリティサービス,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/株式会社青潮モビリティサービス/04.分析/analysis_project/README.md
doc_4e921fadbcbe5e30,プロジェクト/株式会社青潮モビリティサービス/04.分析/analysis_project/data/カラム説明.md,プロジェクト/株式会社青潮モビリティサービス/04.分析/analysis_project/data/カラム説明.md,カラム説明.md,.md,1347,1.32,プロジェクト,株式会社青潮モビリティサービス,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/株式会社青潮モビリティサービス/04.分析/analysis_project/data/カラム説明.md
doc_a2215bebd7ed9487,プロジェクト/株式会社青葉バイオメディカル機器/03.データ/カラム説明.md,プロジェクト/株式会社青葉バイオメディカル機器/03.データ/カラム説明.md,カラム説明.md,.md,2436,2.38,プロジェクト,株式会社青葉バイオメディカル機器,03.データ,data/raw/share/share/共有ドライブ/プロジェクト/株式会社青葉バイオメディカル機器/03.データ/カラム説明.md
doc_164aa9454f48f2c5,プロジェクト/株式会社青葉バイオメディカル機器/04.分析/analysis_project/README.md,プロジェクト/株式会社青葉バイオメディカル機器/04.分析/analysis_project/README.md,README.md,.md,1673,1.63,プロジェクト,株式会社青葉バイオメディカル機器,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/株式会社青葉バイオメディカル機器/04.分析/analysis_project/README.md
doc_ae7153ef71820d71,プロジェクト/株式会社青葉バイオメディカル機器/04.分析/analysis_project/data/カラム説明.md,プロジェクト/株式会社青葉バイオメディカル機器/04.分析/analysis_project/data/カラム説明.md,カラム説明.md,.md,2436,2.38,プロジェクト,株式会社青葉バイオメディカル機器,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/株式会社青葉バイオメディカル機器/04.分析/analysis_project/data/カラム説明.md
doc_a011439c73bf89e8,プロジェクト/白峰信用リスク評価株式会社/03.データ/カラム説明.md,プロジェクト/白峰信用リスク評価株式会社/03.データ/カラム説明.md,カラム説明.md,.md,3733,3.65,プロジェクト,白峰信用リスク評価株式会社,03.データ,data/raw/share/share/共有ドライブ/プロジェクト/白峰信用リスク評価株式会社/03.データ/カラム説明.md
doc_202faff9463ee2cb,プロジェクト/白峰信用リスク評価株式会社/04.分析/analysis_project/README.md,プロジェクト/白峰信用リスク評価株式会社/04.分析/analysis_project/README.md,README.md,.md,1463,1.43,プロジェクト,白峰信用リスク評価株式会社,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/白峰信用リスク評価株式会社/04.分析/analysis_project/README.md
doc_df42bbeed2ecd17c,プロジェクト/白峰信用リスク評価株式会社/04.分析/analysis_project/data/カラム説明.md,プロジェクト/白峰信用リスク評価株式会社/04.分析/analysis_project/data/カラム説明.md,カラム説明.md,.md,3733,3.65,プロジェクト,白峰信用リスク評価株式会社,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/白峰信用リスク評価株式会社/04.分析/analysis_project/data/カラム説明.md
doc_ba7de57750f121ef,プロジェクト/青葉与信マネジメント株式会社/03.データ/カラム説明.md,プロジェクト/青葉与信マネジメント株式会社/03.データ/カラム説明.md,カラム説明.md,.md,2207,2.16,プロジェクト,青葉与信マネジメント株式会社,03.データ,data/raw/share/share/共有ドライブ/プロジェクト/青葉与信マネジメント株式会社/03.データ/カラム説明.md
doc_5fc981f20ea68873,プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_project/README.md,プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_project/README.md,README.md,.md,1469,1.43,プロジェクト,青葉与信マネジメント株式会社,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_project/README.md
doc_ff4d3c2960613dea,プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_project/data/カラム説明.md,プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_project/data/カラム説明.md,カラム説明.md,.md,2207,2.16,プロジェクト,青葉与信マネジメント株式会社,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_project/data/カラム説明.md
doc_61d1ffc32ebe5d8d,社内管理/データアステル社内管理_決裁基準.md,社内管理/データアステル社内管理_決裁基準.md,データアステル社内管理_決裁基準.md,.md,2090,2.04,社内管理,,データアステル社内管理_決裁基準.md,data/raw/share/share/共有ドライブ/社内管理/データアステル社内管理_決裁基準.md
doc_e08a36448d618de9,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/scripts/bootstrap_env.py,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/scripts/bootstrap_env.py,bootstrap_env.py,.py,2017,1.97,プロジェクト,京橋信用ソリューションズ株式会社,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/scripts/bootstrap_env.py
doc_6a440e8b3c08cbf4,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/scripts/run_train.py,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/scripts/run_train.py,run_train.py,.py,5180,5.06,プロジェクト,京橋信用ソリューションズ株式会社,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/scripts/run_train.py
doc_bfc7a7659106a7c9,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/__init__.py,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/__init__.py,__init__.py,.py,0,0.0,プロジェクト,京橋信用ソリューションズ株式会社,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/__init__.py
doc_c5a63224aed5234c,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/common.py,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/common.py,common.py,.py,3867,3.78,プロジェクト,京橋信用ソリューションズ株式会社,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/common.py
doc_fda17b8a469179b2,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/eda.py,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/eda.py,eda.py,.py,695,0.68,プロジェクト,京橋信用ソリューションズ株式会社,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/eda.py
doc_280b55944a8fdcb5,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/evaluate.py,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/evaluate.py,evaluate.py,.py,3252,3.18,プロジェクト,京橋信用ソリューションズ株式会社,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/evaluate.py
doc_6cd7a172d86b7d6a,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/features.py,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/features.py,features.py,.py,2405,2.35,プロジェクト,京橋信用ソリューションズ株式会社,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/features.py
doc_cf14a1cb21c044ec,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/infer.py,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/infer.py,infer.py,.py,191,0.19,プロジェクト,京橋信用ソリューションズ株式会社,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/infer.py
doc_f09e94176f326091,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/modeling.py,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/modeling.py,modeling.py,.py,3285,3.21,プロジェクト,京橋信用ソリューションズ株式会社,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/modeling.py
doc_688df311bb2c5dea,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/preprocess.py,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/preprocess.py,preprocess.py,.py,1060,1.04,プロジェクト,京橋信用ソリューションズ株式会社,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/preprocess.py
doc_def36be2f67c1601,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/scripts/bootstrap_env.py,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/scripts/bootstrap_env.py,bootstrap_env.py,.py,2017,1.97,プロジェクト,医療法人社団 恒一会 かえで総合病院,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/scripts/bootstrap_env.py
doc_cecf9c7ef79041bf,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/scripts/run_train.py,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/scripts/run_train.py,run_train.py,.py,29966,29.26,プロジェクト,医療法人社団 恒一会 かえで総合病院,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/scripts/run_train.py
doc_c72624dc4d623045,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/src/__init__.py,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/src/__init__.py,__init__.py,.py,0,0.0,プロジェクト,医療法人社団 恒一会 かえで総合病院,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/src/__init__.py
doc_4034b639f8483885,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/src/common.py,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/src/common.py,common.py,.py,3933,3.84,プロジェクト,医療法人社団 恒一会 かえで総合病院,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/src/common.py
doc_deb9993c32cc76bf,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/src/eda.py,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/src/eda.py,eda.py,.py,695,0.68,プロジェクト,医療法人社団 恒一会 かえで総合病院,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/src/eda.py
doc_dddfd875bf5ef009,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/src/evaluate.py,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/src/evaluate.py,evaluate.py,.py,5116,5.0,プロジェクト,医療法人社団 恒一会 かえで総合病院,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/src/evaluate.py
doc_a7831b1e65e476d4,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/src/features.py,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/src/features.py,features.py,.py,13135,12.83,プロジェクト,医療法人社団 恒一会 かえで総合病院,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/src/features.py
doc_ba6eafa6f8315fc5,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/src/infer.py,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/src/infer.py,infer.py,.py,191,0.19,プロジェクト,医療法人社団 恒一会 かえで総合病院,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/src/infer.py
doc_067bd64bbc7e38d8,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/src/modeling.py,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/src/modeling.py,modeling.py,.py,5027,4.91,プロジェクト,医療法人社団 恒一会 かえで総合病院,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/src/modeling.py
doc_96cf6cbaffbfb1b2,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/src/preprocess.py,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/src/preprocess.py,preprocess.py,.py,4002,3.91,プロジェクト,医療法人社団 恒一会 かえで総合病院,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/src/preprocess.py
doc_8b481df003e4748e,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/scripts/bootstrap_env.py,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/scripts/bootstrap_env.py,bootstrap_env.py,.py,2017,1.97,プロジェクト,医療法人社団 蒼樹会 みなみ野女性医療センター,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/scripts/bootstrap_env.py
doc_ef874fff56cacbf8,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/scripts/run_train.py,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/scripts/run_train.py,run_train.py,.py,29966,29.26,プロジェクト,医療法人社団 蒼樹会 みなみ野女性医療センター,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/scripts/run_train.py
doc_5d2a1ad6a955a9ad,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/src/__init__.py,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/src/__init__.py,__init__.py,.py,0,0.0,プロジェクト,医療法人社団 蒼樹会 みなみ野女性医療センター,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/src/__init__.py
doc_f1b6bbe3127cf65b,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/src/common.py,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/src/common.py,common.py,.py,3933,3.84,プロジェクト,医療法人社団 蒼樹会 みなみ野女性医療センター,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/src/common.py
doc_e487a2e9d231ca34,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/src/eda.py,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/src/eda.py,eda.py,.py,695,0.68,プロジェクト,医療法人社団 蒼樹会 みなみ野女性医療センター,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/src/eda.py
doc_1408e79e6e967a74,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/src/evaluate.py,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/src/evaluate.py,evaluate.py,.py,5116,5.0,プロジェクト,医療法人社団 蒼樹会 みなみ野女性医療センター,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/src/evaluate.py
doc_3f4953fa88bfe0f5,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/src/features.py,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/src/features.py,features.py,.py,13135,12.83,プロジェクト,医療法人社団 蒼樹会 みなみ野女性医療センター,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/src/features.py
doc_3e72ec8642ce969e,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/src/infer.py,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/src/infer.py,infer.py,.py,191,0.19,プロジェクト,医療法人社団 蒼樹会 みなみ野女性医療センター,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/src/infer.py
doc_33f341fcbd1012c0,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/src/modeling.py,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/src/modeling.py,modeling.py,.py,5027,4.91,プロジェクト,医療法人社団 蒼樹会 みなみ野女性医療センター,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/src/modeling.py
