document_id,extension,relative_path,extraction_method,size_bytes,text_length,line_count,text_length_share
doc_31e66b258c516f32,.py,プロジェクト/株式会社青潮モビリティサービス/04.分析/analysis_project/src/eda.py,python_raw_text,695,852,26,0.0008
doc_3c799bca4f64c9c2,.py,プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_project/src/eda.py,python_raw_text,695,850,26,0.0008
doc_af6eae0021fc3bd5,.py,プロジェクト/白峰信用リスク評価株式会社/04.分析/analysis_project/src/eda.py,python_raw_text,695,848,26,0.0008
doc_79879edbc5800b7a,.json,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/configs/project_config.json,json_pretty_text,375,821,26,0.0007
doc_16a8bad605ce0fb6,.json,プロジェクト/白峰信用リスク評価株式会社/04.分析/analysis_project/configs/project_config.json,json_pretty_text,378,818,26,0.0007
doc_88b5dfe61d8f096c,.md,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/data/カラム説明.md,markdown_raw_text,901,731,22,0.0007
doc_091105365dbaaa0a,.json,プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_project/artifacts/analysis_outputs/run_summary.json,json_pretty_text,311,716,26,0.0006
doc_dfaf5f589f641eaf,.md,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/03.データ/カラム説明.md,markdown_raw_text,901,711,22,0.0006
doc_aceec67eb856a777,.md,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/data/カラム説明.md,markdown_raw_text,455,631,10,0.0006
doc_f3d7063a57533b8c,.md,プロジェクト/株式会社青嶺不動産アセットマネジメント/03.データ/カラム説明.md,markdown_raw_text,455,611,10,0.0005
doc_472d26a8bbfc563d,.md,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/data/カラム説明.md,markdown_raw_text,584,566,20,0.0005
doc_5d50d9983f8117a3,.md,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/03.データ/カラム説明.md,markdown_raw_text,584,546,20,0.0005
doc_f26f43fb83a88ae1,.md,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/data/カラム説明.md,markdown_raw_text,319,466,17,0.0004
doc_d9be5c5675392551,.md,プロジェクト/株式会社東都人材プラットフォーム/03.データ/カラム説明.md,markdown_raw_text,319,446,17,0.0004
doc_3e72ec8642ce969e,.py,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/src/infer.py,python_raw_text,191,380,14,0.0003
doc_1e1dd7f63af89dc1,.py,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/src/infer.py,python_raw_text,191,372,14,0.0003
doc_e46d76b77e4fd3ca,.py,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/src/infer.py,python_raw_text,191,372,14,0.0003
doc_ba6eafa6f8315fc5,.py,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/src/infer.py,python_raw_text,191,370,14,0.0003
doc_cf14a1cb21c044ec,.py,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/infer.py,python_raw_text,191,366,14,0.0003
doc_5ff338e75a702e35,.py,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/src/infer.py,python_raw_text,191,366,14,0.0003
doc_348302a1db1c6752,.py,プロジェクト/株式会社青葉バイオメディカル機器/04.分析/analysis_project/src/infer.py,python_raw_text,191,366,14,0.0003
doc_74ae470c6a26aaaf,.py,プロジェクト/株式会社青潮モビリティサービス/04.分析/analysis_project/src/infer.py,python_raw_text,191,364,14,0.0003
doc_61f6e584f03a6df5,.py,プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_project/src/infer.py,python_raw_text,191,362,14,0.0003
doc_b7f29b44da7b2e4a,.py,プロジェクト/白峰信用リスク評価株式会社/04.分析/analysis_project/src/infer.py,python_raw_text,191,360,14,0.0003
doc_5d2a1ad6a955a9ad,.py,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/src/__init__.py,python_raw_text,0,204,7,0.0002
doc_b17db521c40e0cb9,.py,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/src/__init__.py,python_raw_text,0,196,7,0.0002
doc_d7843cfda4331e6a,.py,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/src/__init__.py,python_raw_text,0,196,7,0.0002
doc_c72624dc4d623045,.py,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/src/__init__.py,python_raw_text,0,194,7,0.0002
doc_bfc7a7659106a7c9,.py,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/__init__.py,python_raw_text,0,190,7,0.0002
doc_73a73b50bb51ec19,.py,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/src/__init__.py,python_raw_text,0,190,7,0.0002
doc_788e87f228ce56f5,.py,プロジェクト/株式会社青葉バイオメディカル機器/04.分析/analysis_project/src/__init__.py,python_raw_text,0,190,7,0.0002
doc_3b32bd2f7b2735e9,.py,プロジェクト/株式会社青潮モビリティサービス/04.分析/analysis_project/src/__init__.py,python_raw_text,0,188,7,0.0002
doc_91cb626e7a49d0c4,.py,プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_project/src/__init__.py,python_raw_text,0,186,7,0.0002
doc_14da3f947ddf1676,.py,プロジェクト/白峰信用リスク評価株式会社/04.分析/analysis_project/src/__init__.py,python_raw_text,0,184,7,0.0002
