document_id,extension,relative_path,chunk_count,mean_chunk_length,max_chunk_length,chunk_share
doc_79879edbc5800b7a,.json,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/configs/project_config.json,1,821.0,821,0.0008
doc_74ae470c6a26aaaf,.py,プロジェクト/株式会社青潮モビリティサービス/04.分析/analysis_project/src/infer.py,1,364.0,364,0.0008
doc_8df11f4415f90fc0,.md,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/data/カラム説明.md,1,1186.0,1186,0.0008
doc_bcfb1e9c46939b11,.py,プロジェクト/株式会社青葉バイオメディカル機器/04.分析/analysis_project/src/eda.py,1,854.0,854,0.0008
doc_deb9993c32cc76bf,.py,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/src/eda.py,1,858.0,858,0.0008
doc_db086260bd79cb23,.md,プロジェクト/医療法人社団 恒一会 かえで総合病院/03.データ/カラム説明.md,1,898.0,898,0.0008
doc_d7ed0f9605e4c4d0,.py,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/src/eda.py,1,860.0,860,0.0008
doc_d9be5c5675392551,.md,プロジェクト/株式会社東都人材プラットフォーム/03.データ/カラム説明.md,1,446.0,446,0.0008
doc_cf14a1cb21c044ec,.py,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/infer.py,1,366.0,366,0.0008
doc_d7843cfda4331e6a,.py,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/src/__init__.py,1,195.0,195,0.0008
doc_c72624dc4d623045,.py,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/src/__init__.py,1,193.0,193,0.0008
doc_cc15b493d8251ff9,.py,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/src/eda.py,1,860.0,860,0.0008
doc_c3c078fc810a3695,.json,プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_project/configs/project_config.json,1,897.0,897,0.0008
doc_bfc7a7659106a7c9,.py,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/__init__.py,1,189.0,189,0.0008
doc_e487a2e9d231ca34,.py,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/src/eda.py,1,868.0,868,0.0008
doc_e46d76b77e4fd3ca,.py,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/src/infer.py,1,372.0,372,0.0008
doc_f26f43fb83a88ae1,.md,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/data/カラム説明.md,1,466.0,466,0.0008
doc_dfaf5f589f641eaf,.md,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/03.データ/カラム説明.md,1,711.0,711,0.0008
doc_f3d7063a57533b8c,.md,プロジェクト/株式会社青嶺不動産アセットマネジメント/03.データ/カラム説明.md,1,611.0,611,0.0008
doc_fda17b8a469179b2,.py,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/eda.py,1,854.0,854,0.0008
