document_id,absolute_path,relative_path,file_name,extension,size_bytes,size_kb,area,project_name,major_folder
doc_4b65e103e5ccb4b6,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\株式会社青葉バイオメディカル機器\00.提案\提案書.pdf,プロジェクト/株式会社青葉バイオメディカル機器/00.提案/提案書.pdf,提案書.pdf,.pdf,2378051,2322.32,プロジェクト,株式会社青葉バイオメディカル機器,00.提案
doc_4f54776a195c9414,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\白峰信用リスク評価株式会社\05.会議\会議録\会議録_2025-05-13.pdf,プロジェクト/白峰信用リスク評価株式会社/05.会議/会議録/会議録_2025-05-13.pdf,会議録_2025-05-13.pdf,.pdf,901325,880.2,プロジェクト,白峰信用リスク評価株式会社,05.会議
doc_31e8a7d8255ba824,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\白峰信用リスク評価株式会社\05.会議\会議録\会議録_2025-05-27.pdf,プロジェクト/白峰信用リスク評価株式会社/05.会議/会議録/会議録_2025-05-27.pdf,会議録_2025-05-27.pdf,.pdf,1388469,1355.93,プロジェクト,白峰信用リスク評価株式会社,05.会議
doc_fbed1af2be165599,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\白峰信用リスク評価株式会社\05.会議\会議録\会議録_2025-06-17.pdf,プロジェクト/白峰信用リスク評価株式会社/05.会議/会議録/会議録_2025-06-17.pdf,会議録_2025-06-17.pdf,.pdf,1079999,1054.69,プロジェクト,白峰信用リスク評価株式会社,05.会議
doc_85cc166fa9047c44,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\白峰信用リスク評価株式会社\05.会議\会議録\会議録_2025-07-15.pdf,プロジェクト/白峰信用リスク評価株式会社/05.会議/会議録/会議録_2025-07-15.pdf,会議録_2025-07-15.pdf,.pdf,1230131,1201.3,プロジェクト,白峰信用リスク評価株式会社,05.会議
doc_40dde54bf4f8c6e9,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\白峰信用リスク評価株式会社\05.会議\報告資料\報告資料_2025-05-13.pdf,プロジェクト/白峰信用リスク評価株式会社/05.会議/報告資料/報告資料_2025-05-13.pdf,報告資料_2025-05-13.pdf,.pdf,1023153,999.17,プロジェクト,白峰信用リスク評価株式会社,05.会議
doc_47894a117bb0d8c2,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\白峰信用リスク評価株式会社\05.会議\報告資料\報告資料_2025-05-27.pdf,プロジェクト/白峰信用リスク評価株式会社/05.会議/報告資料/報告資料_2025-05-27.pdf,報告資料_2025-05-27.pdf,.pdf,1078960,1053.67,プロジェクト,白峰信用リスク評価株式会社,05.会議
doc_5ad45116a02b1642,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\白峰信用リスク評価株式会社\05.会議\報告資料\報告資料_2025-06-17.pdf,プロジェクト/白峰信用リスク評価株式会社/05.会議/報告資料/報告資料_2025-06-17.pdf,報告資料_2025-06-17.pdf,.pdf,1181282,1153.6,プロジェクト,白峰信用リスク評価株式会社,05.会議
doc_7629d8864ab44a26,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\青葉与信マネジメント株式会社\05.会議\会議録\会議録_2025-04-09.pdf,プロジェクト/青葉与信マネジメント株式会社/05.会議/会議録/会議録_2025-04-09.pdf,会議録_2025-04-09.pdf,.pdf,702197,685.74,プロジェクト,青葉与信マネジメント株式会社,05.会議
doc_f6d67a6ecfbe5baa,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\青葉与信マネジメント株式会社\05.会議\会議録\会議録_2025-04-29.pdf,プロジェクト/青葉与信マネジメント株式会社/05.会議/会議録/会議録_2025-04-29.pdf,会議録_2025-04-29.pdf,.pdf,774708,756.55,プロジェクト,青葉与信マネジメント株式会社,05.会議
doc_7cbacc9c0157d7a7,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\青葉与信マネジメント株式会社\05.会議\会議録\会議録_2025-05-27.pdf,プロジェクト/青葉与信マネジメント株式会社/05.会議/会議録/会議録_2025-05-27.pdf,会議録_2025-05-27.pdf,.pdf,750025,732.45,プロジェクト,青葉与信マネジメント株式会社,05.会議
doc_e36b58586b59f6f6,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\京橋信用ソリューションズ株式会社\00.提案\提案書_final.pptx,プロジェクト/京橋信用ソリューションズ株式会社/00.提案/提案書_final.pptx,提案書_final.pptx,.pptx,81321,79.42,プロジェクト,京橋信用ソリューションズ株式会社,00.提案
doc_e37331fe1b5732c7,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\京橋信用ソリューションズ株式会社\00.提案\提案書_v1.pptx,プロジェクト/京橋信用ソリューションズ株式会社/00.提案/提案書_v1.pptx,提案書_v1.pptx,.pptx,81469,79.56,プロジェクト,京橋信用ソリューションズ株式会社,00.提案
doc_0921839740ece550,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\京橋信用ソリューションズ株式会社\06.報告書\京橋信用ソリューションズ株式会社_最終報告.pptx,プロジェクト/京橋信用ソリューションズ株式会社/06.報告書/京橋信用ソリューションズ株式会社_最終報告.pptx,京橋信用ソリューションズ株式会社_最終報告.pptx,.pptx,75784,74.01,プロジェクト,京橋信用ソリューションズ株式会社,06.報告書
doc_f90c4353225a6644,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\医療法人社団 恒一会 かえで総合病院\00.提案\提案書.pptx,プロジェクト/医療法人社団 恒一会 かえで総合病院/00.提案/提案書.pptx,提案書.pptx,.pptx,83190,81.24,プロジェクト,医療法人社団 恒一会 かえで総合病院,00.提案
doc_7dd966d22e51bd41,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\医療法人社団 恒一会 かえで総合病院\06.報告書\医療法人社団 恒一会 かえで総合病院_最終報告.pptx,プロジェクト/医療法人社団 恒一会 かえで総合病院/06.報告書/医療法人社団 恒一会 かえで総合病院_最終報告.pptx,医療法人社団 恒一会 かえで総合病院_最終報告.pptx,.pptx,100621,98.26,プロジェクト,医療法人社団 恒一会 かえで総合病院,06.報告書
doc_f2e85e80bc31cc2d,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\医療法人社団 恒一会 かえで総合病院\06.報告書\医療法人社団 恒一会 かえで総合病院_最終報告_old.pptx,プロジェクト/医療法人社団 恒一会 かえで総合病院/06.報告書/医療法人社団 恒一会 かえで総合病院_最終報告_old.pptx,医療法人社団 恒一会 かえで総合病院_最終報告_old.pptx,.pptx,96206,93.95,プロジェクト,医療法人社団 恒一会 かえで総合病院,06.報告書
doc_9815e04da60a239f,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\医療法人社団 蒼樹会 みなみ野女性医療センター\00.提案\提案書.pptx,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/00.提案/提案書.pptx,提案書.pptx,.pptx,71819,70.14,プロジェクト,医療法人社団 蒼樹会 みなみ野女性医療センター,00.提案
doc_9234416cdbc9c734,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\医療法人社団 蒼泉会 ひがし丘総合病院\00.提案\提案書.pptx,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/00.提案/提案書.pptx,提案書.pptx,.pptx,75713,73.94,プロジェクト,医療法人社団 蒼泉会 ひがし丘総合病院,00.提案
doc_1a6701279d80b280,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\株式会社東都人材プラットフォーム\00.提案\提案書.pptx,プロジェクト/株式会社東都人材プラットフォーム/00.提案/提案書.pptx,提案書.pptx,.pptx,82751,80.81,プロジェクト,株式会社東都人材プラットフォーム,00.提案
doc_500ae8732c92a7dc,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\株式会社東都人材プラットフォーム\06.報告書\株式会社東都人材プラットフォーム_最終報告.pptx,プロジェクト/株式会社東都人材プラットフォーム/06.報告書/株式会社東都人材プラットフォーム_最終報告.pptx,株式会社東都人材プラットフォーム_最終報告.pptx,.pptx,79270,77.41,プロジェクト,株式会社東都人材プラットフォーム,06.報告書
doc_6e0023db2acdd755,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\株式会社青嶺不動産アセットマネジメント\00.提案\old\提案書.pptx,プロジェクト/株式会社青嶺不動産アセットマネジメント/00.提案/old/提案書.pptx,提案書.pptx,.pptx,71042,69.38,プロジェクト,株式会社青嶺不動産アセットマネジメント,00.提案
doc_411e91d0ddf865e6,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\株式会社青嶺不動産アセットマネジメント\00.提案\提案書.pptx,プロジェクト/株式会社青嶺不動産アセットマネジメント/00.提案/提案書.pptx,提案書.pptx,.pptx,70765,69.11,プロジェクト,株式会社青嶺不動産アセットマネジメント,00.提案
doc_5ce3f102de4afdb2,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\株式会社青嶺不動産アセットマネジメント\06.報告書\株式会社青嶺不動産アセットマネジメント_最終報告.pptx,プロジェクト/株式会社青嶺不動産アセットマネジメント/06.報告書/株式会社青嶺不動産アセットマネジメント_最終報告.pptx,株式会社青嶺不動産アセットマネジメント_最終報告.pptx,.pptx,75393,73.63,プロジェクト,株式会社青嶺不動産アセットマネジメント,06.報告書
doc_ff540b5de85f7d13,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\株式会社青潮モビリティサービス\00.提案\提案書.pptx,プロジェクト/株式会社青潮モビリティサービス/00.提案/提案書.pptx,提案書.pptx,.pptx,77299,75.49,プロジェクト,株式会社青潮モビリティサービス,00.提案
doc_c342644615a0b4f1,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\株式会社青潮モビリティサービス\05.会議\報告資料\基礎分析.pptx,プロジェクト/株式会社青潮モビリティサービス/05.会議/報告資料/基礎分析.pptx,基礎分析.pptx,.pptx,42697,41.7,プロジェクト,株式会社青潮モビリティサービス,05.会議
doc_4f7b14aa3ef8f451,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\株式会社青葉バイオメディカル機器\06.報告書\株式会社青葉バイオメディカル機器_最終報告.pptx,プロジェクト/株式会社青葉バイオメディカル機器/06.報告書/株式会社青葉バイオメディカル機器_最終報告.pptx,株式会社青葉バイオメディカル機器_最終報告.pptx,.pptx,114667,111.98,プロジェクト,株式会社青葉バイオメディカル機器,06.報告書
doc_1bbf5cfcce323c15,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\白峰信用リスク評価株式会社\00.提案\提案書.pptx,プロジェクト/白峰信用リスク評価株式会社/00.提案/提案書.pptx,提案書.pptx,.pptx,83836,81.87,プロジェクト,白峰信用リスク評価株式会社,00.提案
doc_8d7ff23f2706f880,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\白峰信用リスク評価株式会社\00.提案\提案書old.pptx,プロジェクト/白峰信用リスク評価株式会社/00.提案/提案書old.pptx,提案書old.pptx,.pptx,149008,145.52,プロジェクト,白峰信用リスク評価株式会社,00.提案
doc_821e451594ee3a0b,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\白峰信用リスク評価株式会社\06.報告書\白峰信用リスク評価株式会社_最終報告.pptx,プロジェクト/白峰信用リスク評価株式会社/06.報告書/白峰信用リスク評価株式会社_最終報告.pptx,白峰信用リスク評価株式会社_最終報告.pptx,.pptx,78629,76.79,プロジェクト,白峰信用リスク評価株式会社,06.報告書
doc_fc0ba59dce02a7ac,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\青葉与信マネジメント株式会社\00.提案\提案書_v1.pptx,プロジェクト/青葉与信マネジメント株式会社/00.提案/提案書_v1.pptx,提案書_v1.pptx,.pptx,88970,86.88,プロジェクト,青葉与信マネジメント株式会社,00.提案
doc_e8615812cd57edd7,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\青葉与信マネジメント株式会社\00.提案\提案書_v2.pptx,プロジェクト/青葉与信マネジメント株式会社/00.提案/提案書_v2.pptx,提案書_v2.pptx,.pptx,83485,81.53,プロジェクト,青葉与信マネジメント株式会社,00.提案
doc_6ac440a9891c8442,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\青葉与信マネジメント株式会社\00.提案\提案書_v3.pptx,プロジェクト/青葉与信マネジメント株式会社/00.提案/提案書_v3.pptx,提案書_v3.pptx,.pptx,82765,80.83,プロジェクト,青葉与信マネジメント株式会社,00.提案
doc_20045ff4513df3e8,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\青葉与信マネジメント株式会社\06.報告書\old\青葉与信マネジメント株式会社_最終報告.pptx,プロジェクト/青葉与信マネジメント株式会社/06.報告書/old/青葉与信マネジメント株式会社_最終報告.pptx,青葉与信マネジメント株式会社_最終報告.pptx,.pptx,85269,83.27,プロジェクト,青葉与信マネジメント株式会社,06.報告書
doc_f0dd0a10addb27bf,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\青葉与信マネジメント株式会社\06.報告書\青葉与信マネジメント株式会社_最終報告.pptx,プロジェクト/青葉与信マネジメント株式会社/06.報告書/青葉与信マネジメント株式会社_最終報告.pptx,青葉与信マネジメント株式会社_最終報告.pptx,.pptx,84474,82.49,プロジェクト,青葉与信マネジメント株式会社,06.報告書
doc_27b0614e5d0d647d,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\社内管理\座席表.pptx,社内管理/座席表.pptx,座席表.pptx,.pptx,1729216,1688.69,社内管理,,座席表.pptx
doc_7c3571bb7f6be181,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\京橋信用ソリューションズ株式会社\02.計画\スケジュール.xlsx,プロジェクト/京橋信用ソリューションズ株式会社/02.計画/スケジュール.xlsx,スケジュール.xlsx,.xlsx,24592,24.02,プロジェクト,京橋信用ソリューションズ株式会社,02.計画
doc_178346d7ae9ed6d9,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\医療法人社団 恒一会 かえで総合病院\02.計画\スケジュール.xlsx,プロジェクト/医療法人社団 恒一会 かえで総合病院/02.計画/スケジュール.xlsx,スケジュール.xlsx,.xlsx,27648,27.0,プロジェクト,医療法人社団 恒一会 かえで総合病院,02.計画
doc_4dee02739805d915,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\医療法人社団 恒一会 かえで総合病院\03.データ\train.xlsx,プロジェクト/医療法人社団 恒一会 かえで総合病院/03.データ/train.xlsx,train.xlsx,.xlsx,1584142,1547.01,プロジェクト,医療法人社団 恒一会 かえで総合病院,03.データ
doc_594754de42cc0e03,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\医療法人社団 蒼樹会 みなみ野女性医療センター\02.計画\スケジュール.xlsx,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/02.計画/スケジュール.xlsx,スケジュール.xlsx,.xlsx,15407,15.05,プロジェクト,医療法人社団 蒼樹会 みなみ野女性医療センター,02.計画
doc_05283ca2757f400e,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\医療法人社団 蒼樹会 みなみ野女性医療センター\03.データ\train.xlsx,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/03.データ/train.xlsx,train.xlsx,.xlsx,203417,198.65,プロジェクト,医療法人社団 蒼樹会 みなみ野女性医療センター,03.データ
doc_3e998be1dff74623,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\医療法人社団 蒼泉会 ひがし丘総合病院\02.計画\スケジュール.xlsx,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/02.計画/スケジュール.xlsx,スケジュール.xlsx,.xlsx,20344,19.87,プロジェクト,医療法人社団 蒼泉会 ひがし丘総合病院,02.計画
doc_784c013376c57771,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\医療法人社団 蒼泉会 ひがし丘総合病院\03.データ\train.xlsx,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/03.データ/train.xlsx,train.xlsx,.xlsx,172360,168.32,プロジェクト,医療法人社団 蒼泉会 ひがし丘総合病院,03.データ
doc_b42c3a03868c7638,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\株式会社東都人材プラットフォーム\02.計画\スケジュール.xlsx,プロジェクト/株式会社東都人材プラットフォーム/02.計画/スケジュール.xlsx,スケジュール.xlsx,.xlsx,16651,16.26,プロジェクト,株式会社東都人材プラットフォーム,02.計画
doc_62bf4c63fcaac34f,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\株式会社東都人材プラットフォーム\03.データ\train.xlsx,プロジェクト/株式会社東都人材プラットフォーム/03.データ/train.xlsx,train.xlsx,.xlsx,693027,676.78,プロジェクト,株式会社東都人材プラットフォーム,03.データ
doc_d57fd93782efe7e0,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\株式会社青嶺不動産アセットマネジメント\02.計画\スケジュール_r1.xlsx,プロジェクト/株式会社青嶺不動産アセットマネジメント/02.計画/スケジュール_r1.xlsx,スケジュール_r1.xlsx,.xlsx,15806,15.44,プロジェクト,株式会社青嶺不動産アセットマネジメント,02.計画
doc_acdb87e1dd8dc538,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\株式会社青嶺不動産アセットマネジメント\02.計画\スケジュール_r2.xlsx,プロジェクト/株式会社青嶺不動産アセットマネジメント/02.計画/スケジュール_r2.xlsx,スケジュール_r2.xlsx,.xlsx,16084,15.71,プロジェクト,株式会社青嶺不動産アセットマネジメント,02.計画
doc_91e9d27a66166438,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\株式会社青嶺不動産アセットマネジメント\03.データ\train.xlsx,プロジェクト/株式会社青嶺不動産アセットマネジメント/03.データ/train.xlsx,train.xlsx,.xlsx,8632006,8429.69,プロジェクト,株式会社青嶺不動産アセットマネジメント,03.データ
doc_23316aa4fc0dc75f,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\株式会社青潮モビリティサービス\02.計画\スケジュール.xlsx,プロジェクト/株式会社青潮モビリティサービス/02.計画/スケジュール.xlsx,スケジュール.xlsx,.xlsx,19733,19.27,プロジェクト,株式会社青潮モビリティサービス,02.計画
doc_8e4f4443faa59ad3,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\株式会社青潮モビリティサービス\03.データ\train.xlsx,プロジェクト/株式会社青潮モビリティサービス/03.データ/train.xlsx,train.xlsx,.xlsx,925766,904.07,プロジェクト,株式会社青潮モビリティサービス,03.データ
doc_c85fa44d4e34232a,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\株式会社青葉バイオメディカル機器\02.計画\スケジュール.xlsx,プロジェクト/株式会社青葉バイオメディカル機器/02.計画/スケジュール.xlsx,スケジュール.xlsx,.xlsx,20565,20.08,プロジェクト,株式会社青葉バイオメディカル機器,02.計画
doc_f41d35c05b744024,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\株式会社青葉バイオメディカル機器\03.データ\train.xlsx,プロジェクト/株式会社青葉バイオメディカル機器/03.データ/train.xlsx,train.xlsx,.xlsx,170375,166.38,プロジェクト,株式会社青葉バイオメディカル機器,03.データ
doc_5c969b8a464a9d53,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\白峰信用リスク評価株式会社\02.計画\スケジュール.xlsx,プロジェクト/白峰信用リスク評価株式会社/02.計画/スケジュール.xlsx,スケジュール.xlsx,.xlsx,22651,22.12,プロジェクト,白峰信用リスク評価株式会社,02.計画
doc_77bf6380ca64f9f8,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\白峰信用リスク評価株式会社\03.データ\train.xlsx,プロジェクト/白峰信用リスク評価株式会社/03.データ/train.xlsx,train.xlsx,.xlsx,6895012,6733.41,プロジェクト,白峰信用リスク評価株式会社,03.データ
doc_0ccc84492f7fdc07,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\青葉与信マネジメント株式会社\02.計画\スケジュール.xlsx,プロジェクト/青葉与信マネジメント株式会社/02.計画/スケジュール.xlsx,スケジュール.xlsx,.xlsx,21093,20.6,プロジェクト,青葉与信マネジメント株式会社,02.計画
doc_249cf01a3afcc3cd,E:\PC\デスクトップ\SIGNATE\SIGNATE_Agentic_RAG\data\raw\share\share\共有ドライブ\プロジェクト\青葉与信マネジメント株式会社\03.データ\train.xlsx,プロジェクト/青葉与信マネジメント株式会社/03.データ/train.xlsx,train.xlsx,.xlsx,3384776,3305.45,プロジェクト,青葉与信マネジメント株式会社,03.データ
